Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,Album,Comments,Title,Channel,Composer,Artist
2,2557,10,4919,3628,5982,7351,3814,1656,16051,960,1476,1447,18785,0,0,0,9900,35,5131,5845,8,2691
4,2049,7,5980,1298,3425,1238,2819,765,14011,15857,12473,13323,14576,0,1,1,9900,3859,5136,1708,2,2691
3,1482,7,4013,626,7269,7351,3022,913,9898,4424,9213,10442,8722,0,1,1,3574,9427,15345,1708,8,8042
5,4465,8,11264,4539,5141,0,5598,4923,4206,2452,16797,17576,16709,2,0,1,9160,8693,12810,570,9,6649
1,1794,10,7452,724,5589,0,1033,2547,9834,1540,7649,12333,18785,2,1,1,1175,4332,15345,4555,0,8042
9,4457,6,10689,4876,3096,0,1543,3148,3123,5307,19253,14476,18785,2,1,1,6244,9427,13668,5845,8,7052
9,4226,10,11232,4876,3155,4874,865,2958,5916,8655,13035,13587,12876,0,1,1,6911,4649,13667,4555,4,7051
6,5152,5,8130,4876,4861,0,4615,4923,14847,11889,17930,17535,15549,0,1,1,2910,8485,13666,4555,10,7050
5,3476,10,11336,3313,4392,0,4535,3937,7337,5979,12078,12978,9138,2,1,1,2802,6218,12823,4579,6,6661
5,2010,3,11938,932,6541,0,5598,4821,2669,3829,10241,12093,7560,2,0,1,4048,3237,13970,5845,3,7189
8,4185,0,9934,1225,3214,7351,830,4674,3106,15857,9626,10927,7167,0,0,0,10459,9427,4397,964,4,2293
7,2397,5,7392,1228,7269,12,2760,4923,14837,5449,18051,17785,17032,0,1,1,6911,8391,13665,4555,3,7049
5,5152,2,10169,1548,4321,796,2583,4923,1790,3962,16486,16549,16023,0,1,1,6911,7221,15345,4555,8,8042
8,5152,10,6699,1167,4533,7351,2777,1673,4966,15857,7184,6197,18785,0,1,1,4248,835,5012,5845,3,2632
6,4018,6,8062,1786,3181,0,1662,3282,10816,4154,9714,7816,7671,0,1,1,4248,1276,15345,1670,4,8042
5,3873,7,11938,4876,4413,0,2700,3840,5035,2847,5576,4409,2531,0,1,1,4248,409,5008,1670,4,2632
7,3190,8,8764,4876,3243,0,765,4923,10557,3467,6196,4581,2233,0,1,1,4248,280,5006,1670,6,2632
8,3396,9,7317,3375,4642,0,1278,4923,10582,4441,6597,4687,18785,0,1,1,4256,250,4278,1420,3,2239
7,3709,10,7601,2886,3250,7351,4355,4923,6333,3387,6392,18482,2882,0,0,0,5718,376,12188,3941,8,6315
6,3976,10,9452,4701,2315,7351,2126,4923,4771,3557,4919,3630,18785,0,1,1,4248,9427,5007,1670,10,2632
4,4439,9,10214,4024,3695,0,884,3973,2432,2876,7972,6690,4120,0,1,1,4248,1125,5009,1670,0,2632
5,4175,8,9113,4493,7269,7351,1987,649,102,4592,19253,3784,1764,0,1,1,4248,388,5011,1670,10,2632
4,5152,8,5705,4729,4577,141,1329,1808,9802,2354,3708,3286,1703,0,1,1,10459,300,5010,1670,0,2632
7,3295,7,7507,4433,1618,0,789,4923,15543,1043,18342,17940,18546,0,0,1,9821,9427,15345,2739,4,8042
9,1917,10,2143,4535,3680,0,861,3553,6812,485,8095,10562,18785,0,0,1,9668,9427,7925,2597,4,4122
7,2530,10,11938,4404,5918,7351,2735,4444,16003,15857,13925,14704,17320,0,0,1,9821,5445,7924,2597,3,4122
6,2528,0,11938,4482,3846,0,2540,3973,826,860,9585,12322,18785,0,0,1,9822,4306,7923,5845,5,4122
6,2658,10,3495,3889,3580,0,2364,4923,13232,726,14948,18482,16774,0,0,0,9821,9427,7920,4827,10,4123
6,3551,2,7277,4440,1404,0,1118,2409,15549,3350,13053,14210,17004,0,0,1,10459,7350,7927,2597,0,4124
7,3237,7,7630,1416,2823,7351,3702,1835,11766,2026,19253,13633,15268,0,1,1,9668,5230,7926,2597,3,4122
6,3237,1,4645,3790,4556,0,1906,2766,10981,15857,2801,4240,3093,2,0,1,1305,923,7922,2597,9,4122
9,3135,3,11938,879,4912,0,5598,4074,5747,669,5666,6476,10097,2,1,1,1918,1009,15345,491,6,8042
9,4480,1,9624,2462,2694,3834,743,3288,16051,14569,16303,15725,18785,2,0,1,9417,9427,15345,3596,5,8042
8,3889,10,7536,1167,4121,0,2830,4113,9764,11961,8887,10147,8528,2,0,1,4806,2549,15345,3596,0,8042
9,4079,9,11938,4876,2176,0,537,2290,5327,3839,13305,12968,14000,2,0,1,921,4235,1249,3473,2,693
8,4595,1,9785,4007,3913,808,2364,1367,6808,9089,2272,18482,16332,2,0,1,9416,785,10879,3596,9,5630
9,2494,10,4144,3537,4194,1431,2558,4199,16051,15011,19253,8848,3685,2,1,1,4830,2197,7451,1831,9,3893
9,4222,6,9959,2750,4025,0,4462,4464,4937,10623,8659,18482,6082,0,1,1,7450,1312,2118,670,8,1105
7,4921,10,9832,1562,3497,126,3760,3102,16051,4685,3927,4458,1778,2,1,1,8411,502,14786,4929,10,7675
9,4393,7,10406,2760,3374,1059,2232,3865,4310,6049,6768,8925,5192,2,0,1,4606,2914,6844,3596,10,3598
6,4353,2,9291,3753,3425,1521,906,3298,15903,5995,10200,9659,8999,0,0,1,7471,9427,10881,3596,3,5633
8,4559,7,10622,4876,4917,0,4305,3066,2717,6819,2272,4201,10964,0,0,1,9552,785,10879,3596,3,5630
3,1494,10,2051,219,6853,1821,1458,4923,2998,10898,19253,16880,15712,0,1,1,7573,7069,7139,5845,3,3727
2,5152,7,763,4876,7269,6221,2317,785,557,9907,1526,1663,15832,0,0,0,3852,44,7142,1456,2,3726
5,5152,0,2383,1820,7232,7351,3056,1314,274,4073,19253,1180,16223,0,1,0,3852,9427,7140,4489,0,3727
6,804,0,1286,1017,7247,6617,5598,1905,3401,1243,12131,13491,12484,2,1,1,675,3130,7141,2382,3,3726
8,1415,2,3698,4876,4232,0,2232,4923,5929,7934,12359,12218,10907,0,1,1,7573,366,15345,5845,4,8042
3,1091,0,1816,277,6732,5016,3616,574,6880,14593,8678,12512,11652,2,0,1,2929,3893,7138,2382,3,3727
0,1342,0,3609,463,6838,6812,3011,560,3380,14635,8298,9610,4676,0,1,1,6633,231,15199,5845,2,7929
4,1508,10,3337,190,6765,0,3526,1742,1161,15857,19253,9772,9329,0,1,1,7573,348,14271,2383,9,7377
4,1329,10,2959,4876,6810,1554,2840,4923,16051,7411,19253,11119,8514,0,1,1,7573,9427,13986,2383,8,7205
7,1526,2,891,377,7167,7351,3674,4923,7506,1718,2625,18482,6375,0,1,1,10459,111,12518,5845,4,6493
5,1591,0,11938,471,5343,7241,2261,1016,13395,15857,7015,18482,6550,0,0,0,5196,1295,4983,4561,5,2614
0,243,10,130,4876,7093,7253,1779,4923,569,1674,2868,2453,5533,0,1,1,5196,105,9983,2628,8,5169
1,5152,10,258,1171,7239,7272,1076,388,12054,616,1810,1193,2246,0,1,1,5709,0,551,2629,3,343
0,5152,7,119,391,7269,7300,1820,260,72,1620,1339,18482,18785,0,1,1,2935,9427,15345,2629,3,8042
2,1561,10,1522,959,7269,3668,2663,479,2793,534,1493,1682,8835,2,1,1,10107,72,14740,2628,2,7641
4,648,10,1112,2173,6730,7241,2540,1450,16051,782,5384,7830,9715,0,1,1,10459,1823,5729,2628,10,3047
3,5152,1,238,418,7269,7299,1767,286,8990,1414,1234,1279,1577,0,1,1,1005,36,1409,2628,10,807
1,210,2,223,274,7085,7351,2126,466,197,680,1337,1016,1734,0,1,1,4337,0,5555,2629,8,2917
7,870,4,782,1800,7269,7305,1315,936,13159,1118,1969,1286,1907,0,1,1,7537,2,2968,2629,2,1529
7,1526,2,891,377,7167,7279,3674,1156,7506,1718,2625,2546,6375,0,1,1,10459,111,12518,2628,6,6493
5,5152,0,6008,471,5343,7351,2261,1016,13395,705,7015,9202,6550,0,0,1,5196,1295,15345,4561,0,8042
0,243,10,130,320,7093,7253,1779,582,569,15857,19253,2453,18785,0,1,1,5196,105,9983,2628,2,5169
1,335,10,258,1171,7239,7272,1076,388,12054,616,1811,1193,18785,0,1,1,5709,0,15345,2629,5,8042
0,238,7,119,391,7048,7300,1820,260,72,15857,1339,1013,1815,0,1,1,2935,0,14419,2629,5,7449
2,1561,10,1522,4876,6914,7351,2663,479,2793,534,19253,1682,8835,2,1,1,10107,72,14740,2628,0,7641
4,648,10,11938,2173,6730,7241,2540,4923,1281,782,5384,7830,18785,0,1,1,5196,9427,5729,2628,10,3047
3,5152,10,238,418,7078,7299,1767,286,8990,15857,1413,18482,18785,0,1,1,1005,2,1410,5845,0,808
1,210,2,223,4876,7085,7234,5598,466,16051,680,1337,1016,18785,0,1,1,4337,9427,5555,5845,2,2917
7,870,4,11938,1800,5944,7305,1315,936,13159,1118,19253,1286,1907,0,1,1,7537,2,2968,2629,10,1529
3,1508,10,1875,256,3166,5850,2968,1268,16051,4610,19253,18482,18022,2,1,1,10459,8287,15089,5287,0,7852
2,1597,7,1334,608,1643,2645,4172,1755,13831,6797,19253,1944,17104,2,0,0,10293,82,15088,5218,0,7852
2,4393,1,7719,4876,1798,5123,3746,2197,14283,8315,11463,13757,15854,0,0,1,10236,9427,15086,5287,0,7852
1,1516,10,1759,1210,7269,5362,1935,1098,13814,2872,3406,5753,6648,0,1,1,6354,795,15085,5288,8,7852
0,2530,2,3524,2713,6251,5541,2286,1362,15498,5604,7445,10637,13814,0,0,1,10297,4070,15345,5287,0,8042
2,5152,5,1285,507,3897,4993,3112,4401,13415,6073,19253,16261,16005,2,0,1,10277,8261,15087,5287,9,7852
1,5152,10,6090,4444,7269,7063,2760,1653,13578,2932,15248,17255,6752,0,0,1,10297,8287,15089,5287,0,7852
6,1238,9,1019,4876,5959,6565,2634,3847,10467,1924,7408,10310,14743,2,0,1,10346,2557,15345,5287,4,8042
7,4885,4,11788,3804,7269,570,4942,4923,11480,4015,16734,17517,18785,0,1,1,4219,8702,102,3,7,82
7,4694,1,11637,2845,1353,0,1645,3638,9304,3646,17147,17598,14512,0,1,1,10459,9078,104,5845,4,82
9,4477,10,10440,3697,2860,1273,2974,4264,3617,15857,13926,15278,10946,0,1,1,4182,9427,101,3,8,82
3,4191,7,9976,2670,1572,0,2210,1983,14827,15857,18631,18138,16539,2,1,1,6540,9159,6832,2552,0,3590
5,4297,1,11938,391,718,7351,4299,1079,16051,15857,16822,17396,15263,2,1,1,5409,8981,6831,5845,3,3590
8,4157,4,10860,892,7269,7351,5598,2659,16051,5807,16995,17632,18785,2,1,1,10459,9075,103,3,4,82
6,4640,10,9944,1144,1643,0,3794,4923,16051,15857,19253,1099,14786,2,0,0,8403,4,6833,5845,5,3590
0,4687,6,11124,2243,2117,423,1204,1254,16051,5946,15738,16803,10754,2,1,1,4217,9191,105,5845,2,82
8,4320,9,10339,4126,7269,17,4015,2820,16051,6563,16845,17037,13549,2,1,1,4216,8684,14963,5845,8,7770
7,3873,4,8890,522,7269,7351,2523,1031,6813,7431,15881,16988,11687,2,1,1,10459,8691,100,3,9,82
1,3295,1,9816,4579,4442,0,872,1742,1745,5184,14345,18482,17269,0,1,1,4183,6872,4876,1614,0,2542
3,2049,6,5950,2435,5070,1551,2986,4923,9588,15857,9005,8113,10798,0,0,0,10459,1523,13021,5845,2,6781
9,3821,0,7841,3187,1759,7351,5223,3376,5727,10982,16048,15287,14697,0,1,1,5443,7509,14592,4895,8,7551
4,2780,2,11938,4389,5395,0,4015,2958,16051,15857,11825,12602,8738,0,1,1,3313,9427,13020,1668,9,6782
9,2211,10,4565,3926,3548,5277,2182,4923,4992,5455,5067,18482,12858,0,0,0,1698,534,3791,5297,10,1971
8,1755,7,5578,527,5899,774,1924,1723,6805,7284,1233,1124,9917,2,0,0,10459,28,13023,5845,8,6783
6,2294,1,5237,4726,5483,888,2602,2889,10243,3213,10734,10995,8580,0,1,1,3313,3723,13024,5845,2,6780
4,2602,10,5144,4158,3035,7351,2424,4360,9209,4163,982,982,5768,2,0,1,4283,5,13022,1032,0,6781
9,3693,10,8085,4876,1463,727,2317,3293,5710,12116,12413,12095,13171,0,1,1,5444,9427,14591,4895,6,7551
2,2672,8,11938,4440,4194,7351,2688,4078,5671,2925,5912,6464,4775,0,1,1,3313,1909,13025,4376,9,6780
8,2723,10,7641,3350,3869,0,3310,2603,12065,636,3508,18482,8952,0,0,1,8137,618,2949,532,6,1519
9,3876,8,6338,1617,7269,7351,2647,2639,8437,15857,7748,10889,7781,0,1,1,8137,3737,2947,5845,4,1517
9,1982,7,11938,4522,2385,7351,802,2884,6521,907,4402,5270,6217,2,1,1,7499,1234,2945,932,8,1517
5,2544,10,5579,4876,3651,0,3388,4707,15963,545,2404,2386,5262,2,1,1,3497,71,9945,475,9,5151
7,2177,0,5073,4876,3297,7351,2968,4923,1200,1155,4287,5910,7110,2,0,1,10156,1352,2948,932,3,1517
9,2352,6,8667,4119,3705,0,2078,4923,16051,747,3947,5773,18785,0,1,1,1472,1335,2943,932,4,1518
9,3102,10,7203,4876,552,7351,225,4779,8103,1036,2618,2184,3218,2,1,1,8237,65,2946,475,4,1517
8,2731,10,6514,4391,7269,0,2261,1573,12094,1350,3682,4881,2447,2,1,1,1737,1230,2944,932,8,1517
9,3075,1,8881,2413,383,1664,1071,4923,9313,978,3055,18482,1307,0,1,1,8137,1220,15345,932,6,8042
7,5152,1,9682,2536,3857,7351,4621,3148,13344,15857,13621,11222,6388,2,1,1,10088,1994,7551,2500,4,3953
1,5152,10,10273,1371,2208,0,3719,2965,1576,15466,15560,12613,10126,2,1,1,7844,3213,7004,2349,6,3682
3,3187,0,8453,1724,3489,0,1549,4035,2317,14358,10521,7808,3767,2,1,1,5665,785,9205,2503,0,4766
3,4640,10,11777,1672,4280,303,276,4899,11378,9109,16218,13505,12345,0,1,1,2124,4758,6,2349,0,6
2,4367,9,7041,837,3250,0,5567,3201,5628,1098,10776,7982,18785,2,1,1,2031,9427,15345,1056,3,8042
1,5152,10,7887,3299,920,0,2507,4575,16051,15393,19253,13362,6978,2,1,1,450,4719,15345,2349,2,8042
8,4339,1,11384,2919,5491,0,1943,4757,2368,15857,11999,9140,18785,0,1,1,10083,1349,7005,2349,8,3683
1,3274,6,8587,1292,2108,0,2487,3476,9673,6512,13680,9931,4903,2,1,1,6483,2237,7006,2349,0,3684
5,3836,1,8470,3313,7269,0,2583,1723,1460,1021,14027,11813,8684,2,1,1,2473,3385,81,2349,10,64
9,3693,9,11938,3537,4628,275,2894,4299,2204,2498,11395,9631,5260,2,1,1,6213,2473,19,2349,3,19
7,2945,10,7961,2549,5498,0,4631,3136,5139,2747,16267,18482,13384,2,0,0,1243,2772,15345,1483,8,8042
7,2548,8,9506,218,4707,7351,3028,4280,1215,5565,10861,9956,4824,2,1,1,8518,993,12989,1315,10,6761
3,1584,10,6252,2801,2895,0,3011,2649,842,8968,19253,18482,6350,2,0,1,5191,1889,6788,3733,9,3567
7,5152,7,3969,3837,7269,149,3285,4376,7487,4542,13575,11247,12055,0,0,1,2011,1231,4054,1315,2,2125
8,1212,7,2055,1454,5301,0,4137,3347,3685,8968,8019,7469,3292,2,0,1,1829,644,2817,1315,10,1455
8,2487,7,5185,3278,5726,163,2830,3852,16051,3142,19253,6825,5127,2,0,0,10459,500,3986,3934,10,2079
3,2479,5,7893,3937,5433,0,5598,4923,15258,6933,8917,8193,2953,2,0,0,4863,541,3987,3733,2,2080
6,1974,10,3181,2069,5982,0,714,4923,1319,3035,8645,7827,4256,0,0,1,2011,9427,3985,1315,10,2079
4,3146,0,7876,1643,5172,0,2700,4923,7501,6728,4836,3572,833,2,0,1,10459,9427,7747,1315,0,4041
7,3672,10,11299,2376,5281,0,2947,4923,5778,3667,8962,6825,889,0,0,0,7873,500,3986,3934,8,2079
6,3876,7,10721,694,3501,0,4305,4133,16051,1366,18310,18239,18785,0,1,1,2744,8893,191,33,8,141
4,3187,9,7564,910,1435,0,2830,895,16051,1042,11989,13788,16772,0,0,1,10322,6552,15103,5318,5,7864
7,5152,10,11938,1419,3364,0,2875,2670,12826,15857,19253,13881,15620,0,0,1,4225,5596,15102,5318,10,7864
7,4069,7,10879,724,3364,26,4611,4923,16051,5482,12454,11253,15855,0,1,1,5804,2657,192,68,3,141
6,3866,10,8331,275,3425,0,967,1822,3815,1211,5029,7655,18785,0,0,1,4375,9427,15104,5318,8,7864
5,3995,8,9305,4876,1669,7351,3419,4280,12948,1481,6614,18482,7382,0,1,1,10317,882,8663,2793,3,4480
5,3876,8,9063,2746,5235,0,4942,2916,1335,3732,4068,3742,12887,0,0,0,2592,352,5141,490,10,2696
6,4148,8,9535,749,2366,48,3394,3158,3974,919,9915,12345,12403,2,0,1,4012,9427,15345,5318,2,8042
7,2382,10,6835,1617,4194,0,1641,3476,4268,15857,11064,12987,18785,0,0,1,10459,4408,15101,5318,9,7864
7,4060,2,9123,507,4257,0,2852,4872,12057,4603,19253,12571,18785,2,1,1,10459,6334,12883,1814,10,6697
1,5152,2,10441,2450,5800,0,5092,4006,13972,15694,2437,2729,15362,0,1,1,1806,174,5322,1766,5,2777
1,5152,10,7772,1804,5881,1078,4330,4299,15606,15857,13473,8894,9563,0,1,1,1807,605,2796,1766,2,1445
5,4371,1,8227,3129,6419,0,2126,4607,3708,2739,19253,18482,18785,0,1,1,484,57,5323,1766,3,2777
1,4157,2,7164,1598,5634,0,4987,4352,2642,15857,10136,7750,8591,0,1,1,1807,995,2797,1766,0,1446
5,4120,7,7697,2844,7269,0,4222,4923,15509,15857,5289,4578,2921,2,1,1,8144,256,5325,1766,9,2778
6,3851,9,6832,1911,5923,7351,5551,4369,2366,8059,19253,11345,18785,0,1,1,10459,1250,1562,5845,9,877
0,4519,2,9902,4876,5361,0,5586,2846,13999,8537,10624,8862,10749,0,0,1,6307,1071,15345,1163,8,8042
3,4236,10,9827,3592,5983,0,5532,4753,16051,12460,11026,10550,18785,0,1,1,1806,943,2799,5845,6,1448
8,4098,7,8112,1770,4664,0,2261,4386,2512,15857,9451,9448,9756,2,1,1,7235,1094,5324,1766,5,2777
4,4159,0,6902,1786,5773,565,5553,4195,16051,15340,19253,1860,5919,0,1,1,1807,57,5323,1766,8,2777
3,4380,10,9123,1800,5131,0,2749,3062,15651,5085,16639,15598,12114,0,1,1,4821,8535,8523,2772,9,4395
6,3758,4,9302,3067,3533,0,1504,2140,9969,14155,13714,13194,6654,2,1,1,9685,4221,14168,3219,9,7331
3,3075,4,11938,4605,6247,0,2957,3087,16051,6578,7948,9507,2657,0,1,1,4822,1743,8518,2772,2,4395
2,3527,7,11938,3350,2754,0,2364,1697,16051,4357,4856,8531,7485,0,1,1,4843,2625,4576,5845,9,2398
7,2528,4,6643,2264,6361,0,1540,4923,7738,4501,6777,8035,2126,0,1,1,10459,9427,8522,2772,10,4395
9,2548,4,6375,4591,5983,0,1581,1851,8446,3782,16083,15564,18785,0,1,1,4313,5939,4575,1535,9,2397
6,4157,10,8967,2046,7269,0,3056,3081,1508,816,10024,10295,5857,0,1,1,4843,2524,4578,1535,8,2400
5,4759,4,10202,1386,2635,0,2261,119,9080,1948,7890,8972,2686,0,1,1,5423,2898,8543,2777,6,4411
2,3349,10,6674,4876,5493,0,2749,1403,7853,15857,10663,10941,6232,0,1,1,4843,1573,15345,1535,0,8042
5,3295,3,8011,2574,5672,0,3526,3922,13779,2095,4791,7445,1526,2,1,1,9675,1459,2278,726,5,1194
3,2314,7,8136,1202,4252,0,2424,1798,7618,3033,19253,9115,4009,2,1,1,10459,2619,14105,4711,10,7278
5,4430,6,8912,2344,7269,4812,3814,1107,2314,15857,6203,8062,6180,2,1,1,3441,3120,1036,342,0,587
9,4135,10,7226,3746,1742,3522,5598,3876,16051,2256,16542,15833,16929,0,1,1,6819,7376,1038,5845,4,587
6,5152,0,11938,1070,4371,7351,3103,1285,11996,5814,5192,6915,3334,2,1,1,10459,2421,3158,342,3,1620
9,3544,10,7244,3688,4159,747,2126,2153,13171,15857,13993,13610,14899,0,1,1,6819,5250,15345,342,8,8042
9,3726,6,6967,3688,2841,247,5598,4923,10814,1332,13513,13083,18785,2,1,1,4692,5084,1037,342,4,587
8,2680,10,11938,3187,5198,0,1289,1635,7908,5793,10410,10544,18785,0,1,1,54,3816,1283,5090,4,715
8,4244,10,11014,2336,1139,1460,459,3526,14461,3735,7635,8074,18785,0,1,1,10459,1905,1039,342,5,587
9,2120,6,6601,1655,4332,6559,2523,2480,11117,3789,12858,13290,13527,0,1,1,6819,5583,1040,342,8,587
6,3876,10,10721,4876,3501,0,4305,4133,16051,1366,18310,18239,18785,0,1,1,10459,8893,191,33,2,141
6,2544,10,9162,1397,2045,0,835,4095,8534,665,12999,15006,17030,0,1,1,2174,7013,15345,33,9,8042
8,3805,10,10479,553,4712,7351,2583,4923,5154,4003,15453,15025,16688,2,1,1,9164,6397,2844,899,10,1466
7,3882,9,9352,3804,3680,0,2700,2928,13496,4078,13312,15243,17250,0,0,1,2174,9427,193,34,10,141
7,4069,7,10879,724,3364,26,4611,3969,2908,5482,12454,11253,15855,2,1,1,5804,9427,192,68,5,141
6,4265,7,9957,2680,7269,0,2929,4923,4588,1428,19253,14582,14280,0,1,1,2744,7178,15345,2739,8,8042
6,3826,10,11758,3450,4014,0,2938,3916,14448,1053,9689,18482,12239,0,1,1,2744,5200,190,5845,2,141
5,3821,10,9646,2116,7269,9,1161,2965,14135,1016,5479,7416,6336,2,1,1,4332,1894,195,33,2,143
6,3693,6,7671,4210,7269,0,2760,2958,15452,1915,9275,11690,9823,2,1,1,6929,9427,15345,33,5,8042
8,3658,10,7103,1253,4484,0,5598,4923,10760,2638,2164,2306,2594,0,1,1,8324,176,15345,5845,8,8042
8,5152,8,10686,254,2146,1405,4178,3568,6798,15857,8566,9977,4517,0,1,1,4605,9427,7085,2369,4,3708
4,3030,7,6391,4876,4857,0,2663,2820,16051,1778,7626,9599,4036,0,1,1,4605,5105,7083,2369,0,3708
7,4736,9,10549,837,1437,1580,1401,2702,9511,1204,8937,11697,4397,0,1,1,4605,7656,7081,2369,10,3708
5,4259,10,10030,2003,3319,7351,4213,3852,14182,3707,10897,12738,5615,0,1,1,3781,8033,5447,1815,0,2843
8,2786,0,7723,1129,2362,4413,3039,4855,5313,1506,11914,14134,9342,0,1,1,1581,8326,7084,2369,3,3708
8,2934,0,4234,1247,3751,0,937,4923,16051,865,19253,10171,3602,0,1,1,4605,6379,7082,2369,5,3708
8,4400,10,9182,4876,7269,0,2390,4126,10489,2673,6522,9790,2848,0,1,1,10459,5183,15345,2369,8,8042
3,4477,10,7540,3944,4089,868,3322,3384,9553,2290,6282,18482,2723,0,1,1,4605,9427,7080,2369,4,3708
9,4116,1,10151,3843,2384,792,2016,4383,13703,1027,10130,13419,18785,0,1,1,4605,8849,7086,2369,0,3708
9,3889,0,11938,4876,7269,0,906,4531,8868,2866,10762,13174,18785,0,1,1,10459,9427,15345,707,6,8042
8,2602,5,8572,4639,2393,0,5598,4923,5480,8732,4454,8288,4082,0,1,1,6315,1619,8557,2779,8,4417
2,2487,1,8052,3837,5608,0,2261,4923,15200,1106,14405,15264,8545,2,1,1,10459,5961,15345,2779,3,8042
7,2900,0,11938,1903,5161,0,5598,1658,8030,7788,19253,16672,12763,2,1,1,5598,6685,8560,2779,3,4418
4,4060,3,8739,4469,4793,0,1430,4294,5489,5433,14625,14800,10799,0,1,1,10459,4436,8514,2772,6,4395
8,3282,2,9036,3387,4936,0,2093,1579,10318,1486,11947,12549,18785,0,1,1,4843,3311,4579,5845,1,2401
8,5152,10,10298,3592,3644,0,1053,4350,3871,4887,8364,8903,3014,0,1,1,6315,1421,8555,2779,0,4417
7,3426,10,9246,4659,2279,0,5598,4923,7656,6524,8292,10473,2781,0,1,1,6315,9427,8559,2779,3,4417
4,2847,10,10023,4531,4246,0,1181,3997,15112,13975,14163,14692,7989,2,1,1,259,5645,302,2850,9,214
4,2307,6,6555,4777,4788,0,2688,2207,8902,1587,15994,18482,18785,2,1,1,2966,7067,8556,2779,4,4417
7,3125,7,11938,1144,5703,0,2852,1826,8449,15783,17038,18482,18785,2,1,1,6862,8306,10858,3568,5,5620
1,4755,6,9725,2116,440,2292,1522,1928,16051,5918,12373,14285,4254,2,0,0,7498,8670,429,2306,0,283
3,4787,9,8697,3387,855,0,438,3268,15621,7118,12182,18482,7265,0,1,0,8420,8971,434,2306,3,283
6,5152,10,9178,1986,2215,7351,2725,3169,1225,5884,19253,16538,10704,2,0,0,10195,9427,15345,2306,9,8042
4,4939,6,9309,1672,263,824,3332,1727,16051,8779,1349,1535,3935,0,0,1,8420,29,427,5845,2,282
3,5084,4,11787,4876,2197,0,5598,2906,10495,6140,15826,16962,18785,0,0,0,8432,9084,433,5845,5,283
7,4861,10,10568,2670,7269,7351,3039,4120,10546,7296,19253,16335,9967,0,0,0,10194,9264,435,2306,8,283
3,4857,7,11793,1424,2639,0,4535,3035,4517,8328,14896,16149,11639,2,0,0,8433,8890,428,2306,10,283
4,4765,4,10616,2602,3141,0,4217,3452,16051,7410,19253,18482,9981,0,0,0,10459,9427,430,2306,4,283
4,4837,6,11540,1806,7269,0,5598,3493,13646,8553,14261,16067,11245,2,0,0,8430,8405,431,2306,5,283
4,4657,1,11037,869,2893,7351,2558,2390,4913,6675,14421,16269,11322,0,1,0,10459,8392,15345,2306,2,8042
9,2415,6,8084,3665,1821,548,434,3501,16051,1322,5939,18482,7939,2,1,1,6834,9427,2877,916,9,1481
9,2642,10,4998,3067,3104,4632,1265,4058,11507,737,5939,8815,3562,2,1,1,6834,2189,2877,916,3,1481
8,2773,10,6216,4876,1673,0,3028,2129,12488,6404,11748,11764,6503,0,1,1,913,9427,4643,1549,8,2433
9,4306,8,8329,4876,7269,2736,5598,4552,11997,4010,12573,14362,8266,0,1,1,9300,7460,2876,916,8,1482
1,1917,9,6229,1744,6849,7351,3541,1177,10352,2304,3839,5810,1210,2,1,1,9793,1264,2879,916,5,1481
9,1989,6,7023,3457,7269,7351,2126,4923,11317,15857,5144,6580,1999,0,0,1,3293,1878,2230,915,10,1169
9,1537,9,3657,2361,2678,1090,3077,1579,11173,15857,12939,18482,7000,0,1,1,9300,9427,2878,916,10,1481
9,1751,10,3934,4782,3989,0,2583,4923,957,5493,15293,15179,18785,0,1,1,9300,7090,2880,916,3,1483
9,1716,10,2830,4819,3910,392,1757,4923,13925,1383,15293,18482,7956,2,1,1,6195,7090,2880,916,4,1483
9,2664,1,7887,3067,7269,0,2929,3582,5165,15857,5664,8917,3484,0,0,1,9105,2029,15345,1595,0,8042
9,2576,10,7711,1896,3030,0,1684,2256,2720,2809,17057,18482,13519,0,1,1,9352,6073,11295,3786,8,5882
8,4725,10,10302,1967,1832,7351,4828,3655,3351,2691,14694,18482,7108,2,0,0,10459,4736,2198,1030,8,1145
9,2498,6,5642,3547,5726,103,2364,2921,3324,3169,19253,13673,18785,2,0,1,1525,4086,2199,108,6,1146
9,2570,10,6423,4496,3913,7351,3835,3330,4564,1301,9478,9500,2109,2,1,1,10459,1782,2197,732,3,1144
9,3274,10,6128,4319,1937,0,4385,3937,4897,2888,13588,12752,5745,2,1,1,10459,3428,2196,732,5,1144
7,4073,4,11938,4354,2750,0,3322,4742,4112,2289,11775,10873,3349,2,1,1,1777,2873,2194,732,5,1144
5,3939,1,6877,2727,2415,0,5598,4161,15737,1067,13274,18482,4843,2,1,1,6771,3365,2195,732,10,1144
9,4014,10,10747,4289,3207,0,3388,3816,2347,14850,13817,13545,4465,2,0,1,10459,5885,4049,1330,8,2120
9,3821,1,7781,3387,3722,0,5598,4544,2680,15660,13249,13183,5367,2,1,1,6561,5889,2193,732,4,1144
8,2403,10,4730,1854,7269,0,1539,3973,2701,15857,7850,7374,1213,2,1,1,9460,1148,3155,1056,8,1617
